OBJECTID,ALLEY_TRDA,ALLEY_TR_1,XCNTS_VALU,YDNTS_VALU
1527,000937,신길로34길,192217,445070
1528,000867,솔매로44길,202134,458315
1529,000869,솔매로50길,202488,458363
1530,000295,덕릉로28길,202155,459269
1531,000782,서빙고로91나길,199738,447115
1532,000206,남부순환로356길,203420,442535
1533,001508,청룡4길,195105,442427
1534,000938,신길로38길,192264,445170
1535,000874,솔샘로25길,200551,457980
1536,000327,도봉로13길,202446,457293
1537,000939,신길로39길,191921,445301
1538,000906,시흥대로138길,191079,441436
1539,000910,시흥대로150길,191248,441852
1540,000591,문화촌길,195596,454691
1541,000645,보국문로11길,200813,456524
1542,000655,보문로29다길,201142,453952
1543,001500,청구로17길,200991,451074
1544,000740,삼양로41길,201530,458014
1545,000943,신길로42길,192292,445327
1546,000956,신림동길,193467,443018
1547,000683,북아현로14길,196226,451543
1548,000812,석계로18길,205346,458216
1549,000813,석계로7길,205591,457399
1550,000747,삼양로77가길,201281,458754
1551,000858,소월로20길,198628,449474
1552,001636,한천로150길,202358,460368
1553,001365,전농로3길,204992,452336
1554,001032,양천로47길,185689,452657
1555,001036,양평로17길,190736,448504
1556,000881,솔샘로67길,202442,457857
1557,001055,여의대방로39길,192892,444858
1558,001662,행운1길,196195,442434
1559,001715,회나무로13길,199221,449053
1560,000252,답십리로66길,205914,452236
1561,000333,도봉로169나길,203829,464140
1562,001272,이문로38길,205632,455605
1563,001282,이태원로26길,199412,448111
1564,001160,왕십리로21길,202767,451153
1565,001298,인수봉로72길,201171,460416
1566,001580,평창길,197321,457224
1567,000699,사근동길,204036,450960
1568,000386,독산로35길,191474,439898
1569,001613,한글비석로47길,205888,462439
1570,001128,오패산로30길,203078,457227
1571,001236,은천로25길,195472,443167
1572,001545,통일로39가길,194900,454436
1573,001552,통일로69길,193474,456834
1574,000512,디지털로77길,191699,444040
1575,000565,명륜길,199519,454384
1576,000533,마포대로4길,195200,448560
1577,001191,원효로41길,196250,448408
1578,001192,원효로53길,196659,448592
1579,001021,양녕로2길,195380,442728
1580,000965,신림로3가길,194966,441064
1581,000969,신림로64길,194077,442887
1582,000464,동일로195길,206273,458572
1583,000477,동일로242길,205161,463912
1584,000854,세무서길,195278,454530
1585,001195,월계로21가길,203318,457283
1586,000283,대학길,194517,440902
1587,000973,신목로2길,189045,446779
1588,001668,호암로22길,194248,441037
1589,001288,인수봉로12길,201413,458152
1590,001647,한천로46길,206389,453461
1591,000542,망우로20가길,205714,454361
1592,000143,국회대로54길,192019,446996
1593,000154,길음로7길,202013,456037
1594,000161,난계로29길,201852,452678
1595,000979,신원로3길,193241,442538
1596,001737,후암로57길,197692,450325
1597,001330,장군봉1길,194864,442478
1598,001437,증가로10길,193372,453302
1599,001144,올림픽로62길,210932,448536
1600,000549,매봉길,201204,449780
1601,000166,난곡로26길,193235,441108
1602,000170,난곡로63가길,192407,442255
1603,000115,관천로11길,192967,442722
1604,000116,광나루로11길,205886,450054
1605,001030,양천로14길,183169,452353
1606,001147,와우산로29길,193693,450624
1607,000929,시흥대로94길,191125,440421
1608,000174,난곡로78길,192788,443089
1609,000205,남부순환로350길,203236,442657
1610,000179,난향길,192612,440389
1611,000198,남부순환로248길,196980,441649
1612,001130,오패산로3길,202941,456444
1613,001626,한천로109길,203717,458618
1614,001326,자하문로9길,197351,453365
1615,000221,노해로17길,201763,460108
1616,000229,녹사평대로26길,199354,448029
1617,001200,월계로7나길,202885,457053
1618,000165,난곡로24길,193047,441002
1619,001286,이태원로54길,199777,450461
1620,001334,장문로6길,199503,447513
1621,001347,장터3길,201723,450140
1622,000253,답십리로68길,205997,452206
1623,001680,홍제천로2길,193098,452366
1624,001505,청두곶길,198723,442334
1625,001371,정릉로26길,201039,456026
1626,001456,지봉로20길,201671,453710
1627,001458,지봉로5길,201243,452864
1628,000617,백범로77길,196953,448955
1629,001072,연서로21길,192560,457297
1630,001074,연서로28길,193051,457417
1631,001378,정릉로38마길,201515,455733
1632,001091,연희로8길,194004,451738
1633,001372,정릉로27길,201169,456402
1634,001633,한천로143길,202110,460136
1635,000639,범안로17길,190601,441032
1636,000640,법원단지5길,192955,441829
1637,000859,소월로2길,197814,450652
1638,001076,연서로3길,192319,455878
1639,001226,율곡로19길,200555,453010
1640,001233,은천로19길,195353,443212
1641,001368,정동길,197432,451853
1642,000880,솔샘로65길,202162,458003
1643,000367,도화4길,195697,448902
1644,001084,연희로15길,193726,452234
1645,000113,관악로28길,196283,442821
1646,001376,정릉로36길,201423,455860
1647,001388,제기로38길,204320,453905
1648,000646,보국문로16길,200887,456937
1649,000853,세무서7길,195225,454643
1650,000395,독산로70길,191587,440897
1651,000381,독산로22길,191969,439278
1652,000389,독산로39길,191519,439815
1653,000127,구로동로28길,190083,443571
1654,001398,조원중앙로2길,191901,442470
1655,001075,연서로34길,193751,457972
1656,000348,도봉로53길,202079,458697
1657,001471,창덕궁1길,198881,453475
1658,001481,천장산로7길,204945,455423
1659,001692,화랑로19길,204394,456559
1660,001543,통일로36길,195357,454256
1661,000061,경인로35길,187008,444550
1662,000666,봉우재로33길,207824,455017
1663,001717,회나무로44길,199410,448637
1664,001723,효령로74길,202369,443034
1665,001741,휘경로23길,205831,455102
1666,000063,경인로47길,188054,444761
1667,001090,연희로41길,194236,454816
1668,001726,효창원로69길,196500,449196
1669,000160,낙성대역3길,196714,441805
1670,000222,노해로33길,201907,460850
1671,000282,대학5길,194663,441072
1672,001360,전농로17길,204910,453266
1673,000216,남현길,197851,441613
1674,001408,종로63길,201619,452827
1675,000570,목동남로4길,188339,445541
1676,000745,삼양로73길,201504,458910
1677,001154,왕산로32길,203576,452973
1678,001001,신흥로36길,198429,449655
1679,001369,정릉로10길,199812,456234
1680,001469,창경궁로35길,200219,454243
1681,001393,조원로18길,192280,442656
1682,001417,주흥길,201752,445261
1683,001674,홍릉로5길,203728,453631
1684,001679,홍제내길,194391,454085
1685,001729,효창원로93길,196622,449772
1686,000447,동일로101길,206829,454342
1687,000522,마장로35길,203761,452211
1688,001425,중랑천로12길,206663,454820
1689,001622,한림말길,201177,449045
1690,001634,한천로144길,202451,460396
1691,001675,홍연길,193810,452956
1692,000580,무수막길,201999,450181
1693,000607,방배로42길,199144,443872
1694,001306,인촌로27길,202578,454473
1695,001359,전농로16길,205245,453205
1696,001637,한천로155길,201612,460444
1697,001641,한천로17길,205617,452268
1698,001688,화곡로31길,185936,449440
1699,000948,신길로60마길,192311,445989
1700,001257,응암로12길,192787,454211
1701,001242,은평로10길,193295,455531
1702,001245,은평로13길,193373,455906
1703,001060,역말로9길,193164,457095
1704,000335,도봉로18길,202698,457795
1705,001643,한천로24길,205893,452251
1706,000675,봉천로6길,193416,443230
1707,000690,불광로2길,194258,456854
1708,000270,당산로48길,191450,448341
1709,000273,대림로29길,190856,443915
1710,000275,대림로34길,191186,444484
1711,001579,평창11길,197006,456659
1712,000450,동일로123길,206800,455445
1713,001101,영등포로64길,192549,445980
1714,000342,도봉로29길,202240,457851
1715,000587,무학봉15길,202703,451455
1716,000765,상원10길,204345,450019
1717,000482,동일로96길,207215,453886
1718,000488,동호로25길,200081,450967
1719,000456,동일로173가길,206428,458002
1720,000989,신촌로24길,194797,450663
1721,000990,신촌로28가길,195678,450778
1722,001631,한천로132길,202746,460002
1723,001020,양녕로1길,195140,442670
1724,000789,서오릉로8길,193236,456615
1725,000792,서울시립대로27길,204631,453797
1726,000498,등촌로55길,187822,450091
1727,000502,디지털로32길,190975,442699
1728,000258,당곡길,193662,443505
1729,000994,신촌로3길,193769,451042
1730,000243,다산로42나길,201578,451493
1731,001005,아리랑로5길,201062,455355
1732,001492,천호대로45가길,203748,452935
1733,000796,서초대로19길,199104,443306
1734,000883,솔샘로6길,200597,456655
1735,001598,한강대로38길,197770,447656
1736,001446,증산로15길,191954,454492
1737,001685,화곡로15길,185310,449215
1738,000894,수유로4길,201903,459247
1739,000909,시흥대로149길,190819,441825
1740,001455,지봉로17길,201233,453332
1741,001627,한천로11길,205519,452166
1742,001069,연서로17길,192454,457109
1743,000656,보문로30가길,201833,454429
1744,001250,은평로8길,192922,455426
